BGC	cluster_0.2	cluster_0.8
10273	29	13
10274	1200	48
10275	45	4
10276	814	68
10277	29	13
10278	42	48
10279	310	48
10280	146	13
10281	91	48
10282	122	13
10283	45	4
10284	174	13
10285	347	50
10286	2132	30
10287	146	13
10288	29	13
10289	310	48
10290	38	50
10291	1200	48
10292	45	4
10293	91	48
10294	174	13
10295	146	13
10296	29	13
10297	1200	48
10298	242	27
10299	310	48
10300	122	13
10301	42	48
10302	146	13
10303	29	13
10304	83	4
10305	146	13
10306	310	48
10307	122	13
10308	174	13
10309	83	4
10310	1200	48
10311	45	4
10312	91	48
10313	174	13
10314	42	48
10315	29	13
10316	122	13
10317	1200	48
10318	29	13
10319	91	48
10320	45	4
10321	310	48
10322	174	13
10323	91	48
10324	146	13
10325	83	4
10326	166	110
10327	468	13
10328	29	13
10329	814	68
10330	91	48
10331	310	48
10332	38	50
10333	146	13
10334	122	13
10335	45	4
10336	652	13
10337	468	13
10338	146	13
10339	45	4
10340	29	13
10341	38	50
10342	310	48
10343	122	13
10344	1200	48
10345	310	48
10346	29	13
10347	91	48
10348	174	13
10349	45	4
10350	42	48
10351	42	48
10352	1200	48
10353	1200	48
10354	310	48
10355	45	4
10356	91	48
10357	122	13
10358	146	13
10359	29	13
10360	171	4
10361	122	13
10362	2132	30
10363	347	50
10364	146	13
10365	29	13
10366	122	13
10367	146	13
10368	29	13
10369	83	4
10370	922	30
10371	310	48
10372	242	27
10373	42	48
10374	242	27
10375	310	48
10376	174	13
10377	29	13
10378	45	4
10379	806	13
10380	1200	48
10381	174	13
10382	91	48
10383	45	4
10384	189	13
10385	29	13
10386	91	48
10387	171	4
10388	310	48
10389	111	13
10390	170	13
10391	42	48
10392	174	13
10393	171	4
10394	29	13
10395	310	48
10396	91	48
10397	310	48
10398	42	48
10399	174	13
10400	29	13
10401	45	4
10402	122	13
10403	1200	48
10404	146	13
10405	29	13
10406	91	48
10407	1200	48
10408	45	4
10409	38	50
10410	310	48
10411	29	13
10412	91	48
10413	174	13
10414	144	30
10415	42	48
10416	171	4
10417	310	48
10418	45	4
10419	350	110
10420	174	13
10421	1097	13
10422	310	48
10423	347	50
10424	45	4
10425	91	48
10426	1200	48
10427	174	13
10428	29	13
10429	189	13
10430	91	48
10431	38	50
10432	310	48
10433	146	13
10434	174	13
10435	144	30
10436	42	48
10437	29	13
10438	83	4
10439	91	48
10440	144	30
10441	45	4
10442	38	50
10443	310	48
10444	174	13
10445	29	13
10446	146	13
10447	1200	48
10448	29	13
10449	171	4
10450	111	13
10451	310	48
10452	171	4
10453	29	13
10454	174	13
10455	42	48
10456	310	48
10457	997	4
10458	132	11
10459	91	48
10460	310	48
10461	146	13
10462	174	13
10463	45	4
10464	29	13
10465	1200	48
10466	171	4
10467	242	27
10468	310	48
10469	42	48
10470	29	13
10471	672	13
10472	178	110
10473	171	4
10474	38	50
10475	310	48
10476	122	13
10477	2132	30
10478	29	13
10479	45	4
10480	91	48
10481	174	13
10482	1200	48
10483	189	13
10484	189	13
10485	42	48
10486	242	27
10487	310	48
10488	122	13
10489	146	13
10490	29	13
10491	83	4
10492	144	30
10493	122	13
10494	38	50
10495	310	48
10496	171	4
10497	174	13
10498	29	13
10499	91	48
10500	38	50
10501	310	48
10502	45	4
10503	42	48
10504	122	13
10505	144	30
10506	29	13
10507	146	13
10508	91	48
10509	139	50
10510	174	13
10511	45	4
10512	335	13
10513	310	48
10514	2132	30
10515	1200	48
10516	91	48
10517	146	13
10518	310	48
10519	174	13
10520	29	13
10521	45	4
10522	42	48
10523	29	13
10524	122	13
10525	310	48
10526	42	48
10527	171	4
10528	171	4
10529	310	48
10530	38	50
10531	122	13
10532	2132	30
10533	29	13
10534	242	27
10535	91	48
10536	310	48
10537	174	13
10538	42	48
10539	146	13
10540	29	13
10541	83	4
10542	347	50
10543	174	13
10544	45	4
10545	146	13
10546	171	4
10547	814	68
10548	91	48
10549	310	48
10550	146	13
10551	174	13
10552	29	13
10553	42	48
10554	667	13
10555	91	48
10556	146	13
10557	42	48
10558	174	13
10559	38	50
10560	242	27
10561	45	4
10562	29	13
10563	672	13
10564	178	110
10565	242	27
10566	42	48
10567	310	48
10568	45	4
10569	29	13
10570	45	4
10571	91	48
10572	42	48
10573	122	13
10574	29	13
10575	171	4
10576	29	13
10577	122	13
10578	922	30
10579	1200	48
10580	1200	48
10581	29	13
10582	91	48
10583	174	13
10584	45	4
10585	30	4
10586	91	48
10587	174	13
10588	29	13
10589	1200	48
10590	171	4
10591	146	13
10592	91	48
10593	174	13
10594	42	48
10595	310	48
10596	242	27
10597	45	4
10598	310	48
10599	111	13
10600	29	13
10601	146	13
10602	2190	110
10603	1200	48
10604	122	13
10605	122	13
10606	2276	13
10607	2448	27
10608	310	48
10609	122	13
10610	146	13
10611	366	48
10612	886	30
10613	29	13
10614	83	4
10615	132	11
10616	997	4
10617	42	48
10618	174	13
10619	171	4
10620	347	50
10621	310	48
10622	1097	13
10623	45	4
10624	29	13
10625	122	13
10626	189	13
10627	1200	48
10628	242	27
10629	111	13
10630	178	110
10631	146	13
10632	310	48
10633	45	4
10634	29	13
10635	1200	48
10636	91	48
10637	171	4
10638	310	48
10639	122	13
10640	29	13
10641	242	27
10642	708	13
10643	652	13
10644	1200	48
10645	146	13
10646	38	50
10647	310	48
10648	45	4
10649	122	13
10650	346	13
10651	91	48
10652	1097	13
10653	347	50
10654	144	30
10655	672	13
10656	45	4
10657	42	48
10658	171	4
10659	91	48
10660	29	13
10661	310	48
10662	174	13
10663	42	48
10664	91	48
10665	310	48
10666	38	50
10667	45	4
10668	122	13
10669	146	13
10670	29	13
10671	2132	30
10672	122	13
10673	45	4
10674	1200	48
10675	310	48
10676	347	50
10677	174	13
10678	1097	13
10679	42	48
10680	29	13
10681	91	48
10682	174	13
10683	45	4
10684	242	27
10685	310	48
10686	122	13
10687	42	48
10688	29	13
10689	146	13
10690	83	4
10691	2439	48
10692	548	13
10693	347	50
10694	45	4
10695	122	13
10696	335	13
10697	2534	13
10698	310	48
10699	91	48
10700	174	13
10701	146	13
10702	45	4
10703	29	13
10704	1200	48
10705	29	13
10706	171	4
10707	323	11
10708	130	11
10709	272	13
10710	678	82
10711	710	50
10712	310	48
10713	91	48
10714	122	13
10715	335	13
10716	2534	13
10717	468	13
10718	1200	48
10719	45	4
10720	347	50
10721	310	48
10722	672	13
10723	310	48
10724	335	13
10725	45	4
10726	42	48
10727	91	48
10728	1343	3
10729	1097	13
10730	310	48
10731	45	4
10732	122	13
10733	42	48
10734	2534	13
10735	1313	81
10736	672	13
10737	310	48
10738	468	13
10739	335	13
10740	42	48
10741	45	4
10742	91	48
10743	1097	13
10744	144	30
10745	45	4
10746	174	13
10747	310	48
10748	42	48
10749	1978	4
10750	2132	30
10751	310	48
10752	38	50
10753	122	13
10754	29	13
10755	708	13
10756	122	13
10757	45	4
10758	310	48
10759	29	13
10760	73	13
10761	310	48
10762	30	4
10763	91	48
10764	174	13
10765	42	48
10766	29	13
10767	189	13
10768	45	4
10769	672	13
10770	310	48
10771	347	50
10772	42	48
10773	335	13
10774	997	4
10775	132	11
10776	242	27
10777	310	48
10778	753	4
10779	178	110
10780	146	13
10781	672	13
10782	42	48
10783	29	13
10784	132	11
10785	997	4
10786	45	4
10787	91	48
10788	174	13
10789	1200	48
10790	189	13
10791	189	13
10792	2590	30
10793	689	13
10794	1200	48
10795	1200	48
10796	45	4
10797	91	48
10798	174	13
10799	29	13
10800	1200	48
10801	310	48
10802	122	13
10803	2534	13
10804	1200	48
10805	146	13
10806	310	48
10807	144	30
10808	45	4
10809	42	48
10810	174	13
10811	29	13
10812	178	110
10813	45	4
10814	38	50
10815	310	48
10816	91	48
10817	171	4
10818	310	48
10819	122	13
10820	146	13
10821	166	110
10822	478	29
10823	468	13
10824	189	13
10825	30	4
10826	174	13
10827	29	13
10828	91	48
10829	42	48
10830	91	48
10831	310	48
10832	111	13
10833	45	4
10834	29	13
10835	91	48
10836	30	4
10837	122	13
10838	29	13
10839	189	13
10840	1200	48
10841	310	48
10842	174	13
10843	45	4
10844	91	48
10845	146	13
10846	29	13
10847	1200	48
10848	272	13
10849	310	48
10850	29	13
10851	708	13
10852	1200	48
10853	83	4
10854	478	29
10855	753	4
10856	310	48
10857	146	13
10858	91	48
10859	122	13
10860	166	110
10861	468	13
10862	1097	13
10863	91	48
10864	144	30
10865	310	48
10866	171	4
10867	42	48
10868	174	13
10869	122	13
10870	2534	13
10871	335	13
10872	242	27
10873	42	48
10874	45	4
10875	310	48
10876	2307	30
10877	961	13
10878	242	27
10879	366	48
10880	310	48
10881	146	13
10882	122	13
10883	189	13
10884	83	4
10885	310	48
10886	38	50
10887	122	13
10888	468	13
10889	45	4
10890	146	13
10891	91	48
10892	310	48
10893	135	4
10894	111	13
10895	29	13
10896	171	4
10897	468	13
10898	310	48
10899	91	48
10900	1416	13
10901	174	13
10902	1200	48
10903	174	13
10904	1097	13
10905	91	48
10906	45	4
10907	310	48
10908	310	48
10909	38	50
10910	122	13
10911	146	13
10912	1200	48
10913	83	4
10914	468	13
10915	109	13
10916	1097	13
10917	144	30
10918	310	48
10919	91	48
10920	174	13
10921	45	4
10922	646	33
10923	672	13
10924	468	13
10925	335	13
10926	1200	48
10927	171	4
10928	347	50
10929	310	48
10930	347	50
10931	122	13
10932	171	4
10933	652	13
10934	242	27
10935	146	13
10936	29	13
10937	91	48
10938	42	48
10939	45	4
10940	672	13
10941	242	27
10942	38	50
10943	335	13
10944	310	48
10945	144	30
10946	29	13
10947	753	4
10948	672	13
10949	42	48
10950	468	13
10951	91	48
10952	45	4
10953	174	13
10954	29	13
10955	42	48
10956	708	13
10957	38	50
10958	310	48
10959	242	27
10960	91	48
10961	29	13
10962	171	4
10963	174	13
10964	42	48
10965	42	48
10966	1217	4
10967	91	48
10968	174	13
10969	29	13
10970	189	13
10971	310	48
10972	468	13
10973	146	13
10974	91	48
10975	111	13
10976	45	4
10977	45	4
10978	310	48
10979	1097	13
10980	122	13
10981	350	110
10982	1097	13
10983	45	4
10984	310	48
10985	174	13
10986	42	48
10987	814	68
10988	91	48
10989	122	13
10990	310	48
10991	83	4
10992	146	13
10993	1200	48
10994	109	13
10995	347	50
10996	310	48
10997	672	13
10998	1097	13
10999	42	48
11000	83	4
11001	144	30
11002	310	48
11003	38	50
11004	45	4
11005	122	13
11006	29	13
11007	91	48
11008	45	4
11009	122	13
11010	310	48
11011	460	13
11012	109	13
11013	42	48
11014	460	13
11015	29	13
11016	45	4
11017	347	50
11018	174	13
11019	38	50
11020	310	48
11021	335	13
11022	122	13
11023	45	4
11024	1200	48
11025	468	13
11026	207	13
11027	310	48
11028	38	50
11029	45	4
11030	1200	48
11031	122	13
11032	146	13
11033	346	13
11034	174	13
11035	146	13
11036	45	4
11037	310	48
11038	91	48
11039	29	13
11040	652	13
11041	45	4
11042	42	48
11043	29	13
11044	310	48
11045	91	48
11046	146	13
11047	122	13
11048	146	13
11049	672	13
11050	29	13
11051	310	48
11052	38	50
11053	366	48
11054	96	13
11055	1200	48
11056	83	4
11057	174	13
11058	171	4
11059	1097	13
11060	310	48
11061	144	30
11062	111	13
11063	29	13
11064	45	4
11065	310	48
11066	347	50
11067	91	48
11068	1200	48
11069	1097	13
11070	2132	30
11071	174	13
11072	45	4
11073	310	48
11074	42	48
11075	310	48
11076	144	30
11077	646	33
11078	45	4
11079	672	13
11080	1097	13
11081	310	48
11082	242	27
11083	91	48
11084	122	13
11085	146	13
11086	42	48
11087	83	4
11088	29	13
11089	45	4
11090	310	48
11091	1200	48
11092	1200	48
11093	91	48
11094	146	13
11095	122	13
11096	42	48
11097	29	13
11098	174	13
11099	1097	13
11100	45	4
11101	310	48
11102	242	27
11103	310	48
11104	45	4
11105	146	13
11106	178	110
11107	672	13
11108	346	13
11109	1200	48
11110	91	48
11111	122	13
11112	242	27
11113	122	13
11114	29	13
11115	146	13
11116	260	48
11117	83	4
11118	174	13
11119	38	50
11120	310	48
11121	45	4
11122	708	13
11123	2132	30
11124	189	13
11125	38	50
11126	310	48
11127	146	13
11128	166	110
11129	91	48
11130	122	13
11131	45	4
11132	42	48
11133	346	13
11134	310	48
11135	122	13
11136	45	4
11137	1200	48
11138	144	30
11139	346	13
11140	135	4
11141	91	48
11142	122	13
11143	29	13
11144	42	48
11145	189	13
11146	468	13
11147	91	48
11148	45	4
11149	1416	13
11150	310	48
11151	174	13
11152	1200	48
11153	174	13
11154	38	50
11155	242	27
11156	335	13
11157	45	4
11158	652	13
11159	174	13
11160	171	4
11161	38	50
11162	310	48
11163	42	48
11164	29	13
11165	171	4
11166	42	48
11167	174	13
11168	91	48
11169	310	48
11170	146	13
11171	29	13
11172	45	4
11173	189	13
11174	91	48
11175	42	48
11176	174	13
11177	29	13
11178	45	4
11179	91	48
11180	174	13
11181	42	48
11182	29	13
11183	29	13
11184	91	48
11185	174	13
11186	45	4
11187	1200	48
11188	83	4
11189	347	50
11190	310	48
11191	468	13
11192	1200	48
11193	242	27
11194	146	13
11195	29	13
11196	91	48
11197	672	13
11198	122	13
11199	1200	48
11200	146	13
11201	29	13
11202	91	48
11203	1200	48
11204	45	4
11205	1200	48
11206	310	48
11207	997	4
11208	132	11
11209	174	13
11210	146	13
11211	1388	0
11212	45	4
11213	91	48
11214	122	13
11215	38	50
11216	310	48
11217	242	27
11218	672	13
11219	96	13
11220	45	4
11221	42	48
11222	310	48
11223	122	13
11224	45	4
11225	2132	30
11226	346	13
11227	122	13
11228	91	48
11229	310	48
11230	83	4
11231	170	13
11232	1200	48
11233	346	13
11234	146	13
11235	753	4
11236	310	48
11237	122	13
11238	42	48
11239	38	50
11240	29	13
11241	468	13
11242	91	48
11243	45	4
11244	111	13
11245	310	48
11246	29	13
11247	310	48
11248	45	4
11249	91	48
11250	646	33
11251	672	13
11252	1097	13
11253	122	13
11254	310	48
11255	2534	13
11256	468	13
11257	29	13
11258	310	48
11259	144	30
11260	83	4
11261	91	48
11262	122	13
11263	1200	48
11264	83	4
11265	189	13
11266	346	13
11267	122	13
11268	468	13
11269	2534	13
11270	171	4
11271	1200	48
11272	146	13
11273	91	48
11274	310	48
11275	1097	13
11276	2132	30
11277	45	4
11278	174	13
11279	310	48
11280	45	4
11281	42	48
11282	122	13
11283	146	13
11284	29	13
11285	871	13
11286	146	13
11287	310	48
11288	42	48
11289	122	13
11290	45	4
11291	38	50
11292	29	13
11293	91	48
11294	30	4
11295	122	13
11296	29	13
11297	96	13
11298	1200	48
11299	468	13
11300	171	4
11301	174	13
11302	91	48
11303	1097	13
11304	144	30
11305	42	48
11306	347	50
11307	310	48
11308	533	46
11309	29	13
11310	30	4
11311	174	13
11312	91	48
11313	366	48
11314	310	48
11315	1200	48
11316	1200	48
11317	42	48
11318	45	4
11319	91	48
11320	122	13
11321	146	13
11322	29	13
11323	310	48
11324	91	48
11325	171	4
11326	672	13
11327	146	13
11328	45	4
11329	1097	13
11330	468	13
11331	122	13
11332	310	48
11333	347	50
11334	91	48
11335	146	13
11336	174	13
11337	45	4
11338	29	13
11339	1200	48
11340	533	46
11341	174	13
11342	91	48
11343	29	13
11344	366	48
11345	30	4
11346	170	13
11347	310	48
11348	468	13
11349	1416	13
11350	91	48
11351	45	4
11352	174	13
11353	1200	48
11354	29	13
11355	45	4
11356	91	48
11357	174	13
11358	42	48
11359	189	13
11360	45	4
11361	91	48
11362	174	13
11363	29	13
11364	1200	48
11365	189	13
11366	1097	13
11367	45	4
11368	174	13
11369	310	48
11370	42	48
11371	174	13
11372	45	4
11373	91	48
11374	42	48
11375	29	13
11376	122	13
11377	42	48
11378	1097	13
11379	144	30
11380	45	4
11381	310	48
11382	91	48
11383	166	110
11384	146	13
11385	38	50
11386	310	48
11387	29	13
11388	122	13
11389	45	4
11390	42	48
11391	91	48
11392	30	4
11393	29	13
11394	174	13
11395	1200	48
11396	189	13
11397	310	48
11398	38	50
11399	29	13
11400	122	13
11401	45	4
11402	2132	30
11403	96	13
11404	146	13
11405	310	48
11406	144	30
11407	45	4
11408	672	13
11409	1200	48
11410	1200	48
11411	91	48
11412	174	13
11413	29	13
11414	45	4
11415	45	4
11416	310	48
11417	91	48
11418	122	13
11419	814	68
11420	29	13
11421	42	48
11422	146	13
11423	1097	13
11424	1200	48
11425	468	13
11426	171	4
11427	347	50
11428	310	48
11429	672	13
11430	1097	13
11431	45	4
11432	310	48
11433	174	13
11434	42	48
11435	1860	30
11436	45	4
11437	146	13
11438	310	48
11439	672	13
11440	1200	48
11441	91	48
11442	45	4
11443	166	110
11444	42	48
11445	310	48
11446	38	50
11447	146	13
11448	122	13
11449	29	13
11450	171	4
11451	38	50
11452	310	48
11453	174	13
11454	708	13
11455	2132	30
11456	346	13
11457	335	13
11458	38	50
11459	174	13
11460	45	4
11461	42	48
11462	171	4
11463	2132	30
11464	310	48
11465	38	50
11466	174	13
11467	708	13
11468	29	13
11469	171	4
11470	2132	30
11471	38	50
11472	310	48
11473	174	13
11474	708	13
11475	29	13
11476	38	50
11477	310	48
11478	29	13
11479	122	13
11480	45	4
11481	2132	30
11482	132	11
11483	997	4
11484	29	13
11485	91	48
11486	174	13
11487	45	4
11488	1200	48
11489	310	48
11490	29	13
11491	59	4
11492	310	48
11493	310	48
11494	96	13
11495	45	4
11496	91	48
11497	122	13
11498	1200	48
11499	708	13
11500	189	13
11501	91	48
11502	122	13
11503	45	4
11504	29	13
11505	1200	48
11506	189	13
11507	1097	13
11508	45	4
11509	347	50
11510	310	48
11511	350	110
11512	174	13
11513	174	13
11514	91	48
11515	45	4
11516	29	13
11517	1200	48
11518	708	13
11519	708	13
11520	1313	81
11521	310	48
11522	672	13
11523	347	50
11524	45	4
11525	468	13
11526	335	13
11527	91	48
11528	1200	48
11529	96	13
11530	91	48
11531	310	48
11532	146	13
11533	174	13
11534	45	4
11535	42	48
11536	29	13
11537	45	4
11538	335	13
11539	139	50
11540	174	13
11541	310	48
11542	347	50
11543	38	50
11544	310	48
11545	91	48
11546	460	13
11547	144	30
11548	672	13
11549	45	4
11550	42	48
11551	42	48
11552	310	48
11553	335	13
11554	672	13
11555	1313	81
11556	45	4
11557	468	13
11558	91	48
11559	91	48
11560	144	30
11561	310	48
11562	45	4
11563	672	13
11564	42	48
11565	146	13
11566	29	13
11567	42	48
11568	708	13
11569	91	48
11570	174	13
11571	29	13
11572	45	4
11573	42	48
11574	91	48
11575	1200	48
11576	45	4
11577	38	50
11578	310	48
11579	174	13
11580	146	13
11581	29	13
11582	91	48
11583	174	13
11584	646	33
11585	310	48
11586	45	4
11587	146	13
11588	2132	30
11589	189	13
11590	122	13
11591	1097	13
11592	45	4
11593	347	50
11594	346	13
11595	346	13
11596	122	13
11597	1097	13
11598	45	4
11599	347	50
11600	310	48
11601	122	13
11602	45	4
11603	38	50
11604	146	13
11605	29	13
11606	468	13
11607	1200	48
11608	45	4
11609	42	48
11610	91	48
11611	814	68
11612	310	48
11613	146	13
11614	174	13
11615	29	13
11616	478	29
11617	174	13
11618	91	48
11619	310	48
11620	146	13
11621	83	4
11622	366	48
11623	166	110
11624	171	4
11625	1097	13
11626	310	48
11627	174	13
11628	45	4
11629	310	48
11630	38	50
11631	122	13
11632	29	13
11633	2132	30
11634	146	13
11635	45	4
11636	91	48
11637	310	48
11638	174	13
11639	29	13
11640	460	13
11641	1200	48
11642	310	48
11643	29	13
11644	45	4
11645	708	13
11646	30	4
11647	1200	48
11648	122	13
11649	335	13
11650	242	27
11651	122	13
11652	310	48
11653	38	50
11654	45	4
11655	1200	48
11656	2534	13
11657	38	50
11658	672	13
11659	45	4
11660	42	48
11661	335	13
11662	171	4
11663	29	13
11664	38	50
11665	310	48
11666	783	48
11667	814	68
11668	91	48
11669	122	13
11670	346	13
11671	45	4
11672	174	13
11673	310	48
11674	146	13
11675	29	13
11676	42	48
11677	111	13
11678	91	48
11679	310	48
11680	146	13
11681	45	4
11682	346	13
11683	171	4
11684	814	68
11685	38	50
11686	310	48
11687	146	13
11688	91	48
11689	174	13
11690	42	48
11691	29	13
11692	91	48
11693	1200	48
11694	1200	48
11695	310	48
11696	174	13
11697	45	4
11698	42	48
11699	146	13
11700	29	13
11701	91	48
11702	29	13
11703	818	13
11704	45	4
11705	189	13
11706	1586	13
11707	30	4
11708	1271	13
11709	91	48
11710	174	13
11711	708	13
11712	52	13
11713	29	13
11714	1200	48
11715	310	48
11716	941	13
11717	38	50
11718	366	48
11719	83	4
11720	146	13
11721	189	13
11722	1200	48
11723	122	13
11724	310	48
11725	45	4
11726	146	13
11727	174	13
11728	171	4
11729	91	48
11730	310	48
11731	1416	13
11732	174	13
11733	468	13
11734	260	48
11735	91	48
11736	310	48
11737	38	50
11738	144	30
11739	122	13
11740	45	4
11741	42	48
11742	29	13
11743	146	13
11744	174	13
11745	146	13
11746	29	13
11747	45	4
11748	38	50
11749	310	48
11750	42	48
11751	42	48
11752	146	13
11753	310	48
11754	45	4
11755	122	13
11756	73	13
11757	2132	30
11758	171	4
11759	310	48
11760	468	13
11761	42	48
11762	672	13
11763	335	13
11764	1313	81
11765	91	48
11766	91	48
11767	310	48
11768	38	50
11769	753	4
11770	814	68
11771	42	48
11772	146	13
11773	122	13
11774	29	13
11775	171	4
11776	29	13
11777	91	48
11778	310	48
11779	111	13
11780	689	13
11781	174	13
11782	42	48
11783	45	4
11784	29	13
11785	922	30
11786	122	13
11787	29	13
11788	42	48
11789	310	48
11790	144	30
11791	83	4
11792	2534	13
11793	42	48
11794	122	13
11795	1097	13
11796	2132	30
11797	83	4
11798	310	48
11799	260	48
11800	171	4
11801	144	30
11802	310	48
11803	122	13
11804	1097	13
11805	346	13
11806	310	48
11807	170	13
11808	91	48
11809	45	4
11810	122	13
11811	2170	13
11812	1097	13
11813	2132	30
11814	45	4
11815	310	48
11816	42	48
11817	122	13
11818	91	48
11819	29	13
11820	174	13
11821	366	48
11822	45	4
11823	533	46
11824	42	48
11825	708	13
11826	29	13
11827	310	48
11828	174	13
11829	45	4
11830	672	13
11831	42	48
11832	144	30
11833	310	48
11834	753	4
11835	29	13
11836	29	13
11837	122	13
11838	2132	30
11839	2534	13
11840	468	13
11841	171	4
11842	310	48
11843	171	4
11844	242	27
11845	468	13
11846	310	48
11847	42	48
11848	122	13
11849	1097	13
11850	922	30
11851	346	13
11852	1097	13
11853	122	13
11854	42	48
11855	310	48
11856	347	50
11857	174	13
11858	45	4
11859	45	4
11860	174	13
11861	310	48
11862	242	27
11863	335	13
11864	1200	48
11865	38	50
11866	672	13
11867	346	13
11868	1200	48
11869	242	27
11870	146	13
11871	45	4
11872	45	4
11873	29	13
11874	91	48
11875	122	13
11876	42	48
11877	96	13
11878	91	48
11879	29	13
11880	122	13
11881	45	4
11882	1200	48
11883	346	13
11884	146	13
11885	42	48
11886	38	50
11887	468	13
11888	310	48
11889	122	13
11890	45	4
11891	29	13
11892	366	48
11893	1097	13
11894	45	4
11895	122	13
11896	146	13
11897	174	13
11898	310	48
11899	38	50
11900	29	13
11901	652	13
11902	83	4
11903	242	27
11904	146	13
11905	310	48
11906	178	110
11907	672	13
11908	83	4
11909	29	13
11910	1200	48
11911	122	13
11912	91	48
11913	310	48
11914	83	4
11915	170	13
11916	1200	48
11917	346	13
11918	42	48
11919	91	48
11920	310	48
11921	1313	81
11922	335	13
11923	672	13
11924	45	4
11925	468	13
11926	242	27
11927	310	48
11928	178	110
11929	45	4
11930	672	13
11931	146	13
11932	1200	48
11933	346	13
11934	170	13
11935	29	13
11936	310	48
11937	83	4
11938	189	13
11939	1200	48
11940	346	13
11941	652	13
11942	146	13
11943	672	13
11944	29	13
11945	45	4
11946	91	48
11947	652	13
11948	174	13
11949	91	48
11950	146	13
11951	814	68
11952	310	48
11953	45	4
11954	29	13
11955	91	48
11956	45	4
11957	29	13
11958	174	13
11959	42	48
11960	189	13
11961	310	48
11962	91	48
11963	146	13
11964	122	13
11965	45	4
11966	29	13
11967	1200	48
11968	42	48
11969	91	48
11970	310	48
11971	144	30
11972	30	4
11973	122	13
11974	146	13
11975	29	13
11976	45	4
11977	672	13
11978	29	13
11979	38	50
11980	310	48
11981	42	48
11982	468	13
11983	310	48
11984	111	13
11985	45	4
11986	91	48
11987	146	13
11988	1200	48
11989	347	50
11990	460	13
11991	29	13
11992	174	13
11993	45	4
11994	42	48
11995	174	13
11996	91	48
11997	29	13
11998	45	4
11999	1200	48
12000	189	13
12001	242	27
12002	111	13
12003	178	110
12004	29	13
12005	42	48
