BGC	cluster_0.2	cluster_0.8
119875	283	48
119876	468	13
119877	2132	30
119878	174	13
119879	468	13
119880	310	48
119881	347	50
119882	171	4
119883	1097	13
119884	343	29
119885	748	33
119886	237	4
119887	748	33
119888	493	27
119889	237	4
119890	748	33
119891	493	27
119892	237	4
119893	1228	13
119894	621	4
119895	601	26
119896	82	33
119897	748	33
119898	621	4
119899	621	4
119900	74	13
119901	1097	13
119902	91	48
119903	174	13
119904	310	48
119905	45	4
119906	688	110
119907	109	13
119908	1026	4
119909	1273	13
119910	109	13
119911	97	13
119912	750	47
119913	193	29
119914	2060	13
119915	90	4
119916	240	27
119917	170	13
119918	132	11
119919	997	4
119920	1200	48
119921	1097	13
119922	122	13
119923	753	4
119924	45	4
119925	1507	0
119926	91	48
119927	1200	48
119928	310	48
119929	122	13
119930	146	13
119931	29	13
119932	1200	48
119933	171	4
119934	144	30
119935	310	48
119936	38	50
119937	174	13
119938	708	13
119939	29	13
119940	242	27
119941	91	48
119942	171	4
119943	122	13
119944	667	13
119945	708	13
119946	29	13
119947	45	4
119948	310	48
119949	1097	13
119950	242	27
119951	122	13
119952	42	48
119953	2132	30
119954	2534	13
119955	544	4
119956	91	48
119957	688	110
119958	29	13
119959	122	13
119960	30	4
119961	146	13
119962	9	4
119963	676	15
119964	1418	13
119965	152	76
119966	175	4
119967	1865	13
119968	618	48
119969	58	24
119970	364	0
119971	250	30
119972	1914	47
119973	279	47
119974	227	4
119975	152	76
119976	175	4
119977	1914	47
119978	279	47
119979	1214	13
119980	967	4
119981	171	4
119982	1214	13
119983	102	11
119984	3	47
119985	459	50
119986	1041	110
119987	58	24
119988	91	48
119989	171	4
119990	29	13
119991	310	48
119992	272	13
119993	174	13
119994	310	48
119995	91	48
119996	29	13
119997	171	4
119998	45	4
119999	708	13
120000	310	48
120001	347	50
120002	139	50
120003	672	13
120004	310	48
120005	45	4
120006	122	13
120007	708	13
120008	2132	30
120009	335	13
120010	45	4
120011	91	48
120012	174	13
120013	688	110
120014	310	48
120015	53	13
120016	383	13
120017	193	29
120018	811	4
120019	171	4
120020	1200	48
120021	146	13
120022	122	13
120023	122	13
120024	170	13
120025	45	4
120026	1200	48
120027	171	4
120028	91	48
120029	29	13
120030	310	48
120031	174	13
120032	146	13
120033	1200	48
120034	38	50
120035	612	13
120036	45	4
120037	174	13
120038	468	13
120039	29	13
120040	171	4
120041	91	48
120042	38	50
120043	144	30
120044	122	13
120045	146	13
120046	29	13
120047	2534	13
120048	468	13
120049	45	4
120050	144	30
120051	91	48
120052	139	50
120053	310	48
120054	672	13
120055	460	13
120056	652	13
120057	29	13
120058	42	48
120059	166	110
120060	29	13
120061	45	4
120062	38	50
120063	310	48
120064	111	13
120065	195	32
120066	195	32
120067	1200	48
120068	122	13
120069	346	13
120070	171	4
120071	1097	13
120072	83	4
120073	346	13
120074	122	13
120075	170	13
120076	346	13
120077	310	48
120078	91	48
120079	174	13
120080	83	4
120081	1097	13
120082	29	13
120083	91	48
120084	366	48
120085	2534	13
120086	30	4
120087	533	46
120088	96	13
120089	122	13
120090	227	4
120091	238	76
120092	170	13
120093	279	47
120094	1914	47
120095	170	13
120096	227	4
120097	279	47
120098	152	76
120099	88	4
120100	370	76
120101	279	47
120102	170	13
120103	152	76
120104	88	4
120105	279	47
120106	1914	47
120107	170	13
120108	279	47
120109	1418	13
120110	170	13
120111	227	4
120112	238	76
120113	1914	47
120114	279	47
120115	1914	47
120116	170	13
120117	152	76
120118	175	4
120119	1418	13
120120	279	47
120121	170	13
120122	152	76
120123	227	4
120124	152	76
120125	175	4
120126	170	13
120127	279	47
120128	170	13
120129	227	4
120130	152	76
120131	2060	13
120132	1418	13
120133	279	47
120134	279	47
120135	152	76
120136	175	4
120137	754	7
120138	2625	29
120139	184	4
120140	201	9
120141	1281	27
120142	1431	22
120143	33	33
120144	164	4
120145	164	4
120146	561	59
120147	2824	4
120148	581	23
120149	1460	18
120150	2442	4
120151	748	33
120152	1289	4
120153	582	110
120154	748	33
120155	237	4
120156	748	33
120157	493	27
120158	237	4
120159	748	33
120160	237	4
120161	748	33
120162	237	4
120163	748	33
120164	895	4
120165	748	33
120166	140	110
120167	621	4
120168	748	33
120169	237	4
120170	1289	4
120171	748	33
120172	748	33
120173	237	4
120174	748	33
120175	237	4
120176	748	33
120177	237	4
120178	748	33
120179	237	4
120180	748	33
120181	237	4
120182	748	33
120183	237	4
120184	748	33
120185	621	4
120186	280	110
120187	748	33
120188	1289	4
120189	170	13
120190	2060	13
120191	14	4
120192	1150	27
120193	193	29
120194	189	13
120195	170	13
120196	117	4
120197	2060	13
120198	189	13
120199	193	29
120200	669	27
120201	1353	4
120202	91	48
120203	45	4
120204	29	13
120205	310	48
120206	646	33
120207	122	13
120208	146	13
120209	868	4
120210	23	47
120211	1347	47
120213	152	76
120214	175	4
120215	1347	47
120216	201	9
120217	184	4
120218	754	7
120219	33	33
120220	201	9
120221	610	4
120222	754	7
120223	170	13
120224	184	4
120225	58	24
120226	171	4
120227	1097	13
120228	174	13
120229	310	48
120230	122	13
120231	947	2
120232	592	4
120233	179	41
120234	707	2
120235	122	13
120236	592	4
120237	179	41
120238	122	13
120239	947	2
120240	592	4
120241	947	2
120242	592	4
120243	179	41
120244	122	13
120245	947	2
120246	592	4
120247	179	41
120248	592	4
120249	947	2
120250	179	41
120251	122	13
120252	947	2
120253	179	41
120254	122	13
120255	592	4
120256	179	41
120257	592	4
120258	947	2
120259	122	13
120260	1089	41
120261	947	2
120262	592	4
120263	122	13
120264	947	2
120265	2462	41
120266	592	4
120267	122	13
120268	947	2
120269	122	13
120270	179	41
120271	592	4
120272	947	2
120273	122	13
120274	592	4
120275	179	41
120276	947	2
120277	179	41
120278	548	13
120279	893	0
120280	592	4
120281	179	41
120282	170	13
120283	592	4
120284	947	2
120285	2848	30
120286	1150	27
120287	193	29
120288	811	4
120289	346	13
120290	611	110
120291	170	13
120292	256	13
120293	171	4
120294	802	30
120295	174	13
120296	29	13
120297	91	48
120298	667	13
120299	174	13
120300	171	4
120301	171	4
120302	272	13
120303	1097	13
120304	242	27
120305	122	13
120306	45	4
120307	468	13
120308	42	48
120309	2534	13
120310	347	50
120311	91	48
120312	122	13
120313	45	4
120314	708	13
120315	189	13
120316	427	57
120317	427	57
120318	310	48
120319	38	50
120320	122	13
120321	708	13
120322	45	4
120323	2132	30
120324	96	13
120325	1315	62
120326	561	59
120327	58	24
120328	1084	33
120329	1320	4
120330	170	13
120331	548	13
120332	210	4
120333	170	13
120334	1346	4
120335	52	13
120336	458	4
120337	295	21
120338	1632	13
120339	1029	27
120340	132	11
120341	997	4
120342	53	13
120343	120	4
120344	170	13
120345	255	2
120346	1190	73
120347	638	83
120348	669	27
120349	66	22
120350	33	33
120351	481	22
120352	958	11
120353	654	22
120354	384	33
120355	137	2
120356	118	4
120357	412	13
120358	588	4
120359	588	4
120360	51	4
120361	170	13
120362	146	13
120363	873	45
120364	62	33
120365	244	33
120366	1404	13
120367	943	4
120368	1415	0
120369	875	13
120370	1147	15
120371	2210	102
120372	1546	30
120373	1139	30
120374	1283	4
120375	1343	3
120376	508	2
120377	466	4
120378	1383	33
120379	2588	22
120380	201	9
120381	560	33
120382	610	4
120383	33	33
120384	257	22
120385	592	4
120386	122	13
120387	2462	41
120388	947	2
120389	201	9
120390	33	33
120391	0	13
120392	499	4
120393	548	13
120394	0	13
120395	499	4
120396	548	13
120397	0	13
120398	499	4
120399	548	13
120400	0	13
120401	499	4
120402	548	13
120403	0	13
120404	499	4
120405	548	13
120406	691	4
120407	561	59
120408	548	13
120409	253	4
120410	695	37
120411	1118	4
120412	1589	77
120413	152	76
120414	23	47
120415	0	13
120416	499	4
120417	548	13
120418	202	13
120419	423	33
120420	276	11
120421	63	4
120422	575	27
120423	853	15
120424	572	54
120425	2060	13
120426	443	110
120427	202	13
120428	997	4
120429	53	13
120430	365	33
120431	1138	42
120432	1244	27
120433	18	33
120434	146	13
120435	1200	48
120436	45	4
120437	708	13
120438	122	13
120439	83	4
120440	347	50
120441	708	13
120442	1200	48
120443	2576	29
120444	170	13
120445	120	4
120446	256	13
120447	586	24
120448	199	42
120449	213	4
120450	2477	13
120451	63	4
120452	423	33
120453	276	11
120454	2060	13
120455	483	29
120456	170	13
120457	170	13
120458	117	4
120459	1054	33
120460	697	2
120461	1015	12
120462	1047	12
120463	749	0
120464	523	65
120465	109	13
120466	231	13
120467	122	13
120468	1568	110
120469	877	30
120470	43	89
120471	122	13
120472	122	13
120473	83	4
120474	122	13
120475	171	4
120476	679	4
120477	629	4
120478	215	4
120479	272	13
120480	52	13
120481	295	21
120482	458	4
120483	295	21
120484	52	13
120485	174	13
120486	171	4
120487	30	4
120488	272	13
120489	171	4
120490	272	13
120491	1510	30
120492	1316	4
120493	171	4
120494	587	4
120495	171	4
120496	272	13
120497	277	4
120498	171	4
120499	587	4
120500	174	13
120501	2634	4
120502	295	21
120503	52	13
120504	766	45
120505	83	4
120506	1047	12
120507	932	11
120508	2416	29
120509	1111	4
120510	1316	4
120511	83	4
120512	272	13
120513	272	13
120514	83	4
120515	277	4
120516	1047	12
120517	616	48
120518	295	21
120519	1351	4
120520	52	13
120521	548	13
120522	129	4
120523	295	21
120524	616	48
120525	14	4
120526	1568	110
120527	877	30
120528	43	89
120529	83	4
120530	462	13
120531	548	13
120532	877	30
120533	231	13
120534	122	13
120535	83	4
120536	171	4
120537	29	13
120538	171	4
120539	272	13
120540	43	89
120541	122	13
120542	170	13
120543	536	12
120544	877	30
120545	1214	13
120546	171	4
120547	30	4
120548	272	13
120549	372	27
120550	679	4
120551	171	4
120552	174	13
120553	83	4
120554	272	13
120555	171	4
120556	171	4
120557	272	13
120558	277	4
120559	679	4
120560	1316	4
120561	277	4
120562	587	4
120563	587	4
120564	1078	33
120565	587	4
120566	83	4
120567	846	11
120568	853	15
120569	63	4
120570	2060	13
120571	36	13
120572	670	33
120573	226	110
120574	2191	6
120575	548	13
120576	174	13
120577	30	4
120578	170	13
120579	277	4
120580	30	4
120581	122	13
120582	310	48
120583	938	65
120584	122	13
120585	43	89
120586	122	13
120587	51	4
120588	1316	4
120589	30	4
120590	456	48
120591	1062	74
120592	83	4
120593	122	13
120594	272	13
120595	83	4
120596	295	21
120597	2634	4
120598	215	4
120599	372	27
120600	277	4
120601	272	13
120602	1030	13
120603	30	4
120604	377	13
120605	52	13
120606	307	13
120607	154	21
120608	2634	4
120609	2634	4
120610	608	11
120611	553	0
120612	2060	13
120613	548	13
120614	2549	84
120615	2198	27
120616	2489	54
120617	140	110
120618	587	4
120619	295	21
120620	2634	4
120621	171	4
120622	272	13
120623	1737	110
120624	83	4
120625	140	110
120626	77	74
120627	260	48
120628	30	4
120629	29	13
120630	122	13
120631	295	21
120632	70	13
120633	30	4
120634	272	13
120635	548	13
120636	83	4
120637	1320	4
120638	938	65
120639	122	13
120640	43	89
120641	122	13
120642	43	89
120643	122	13
120644	122	13
120645	122	13
120646	30	4
120647	122	13
120648	170	13
120649	30	4
120650	30	4
120651	170	13
120652	1167	110
120653	170	13
120654	456	48
120655	877	30
120656	1568	110
120657	877	30
120658	231	13
120659	122	13
120660	1314	4
120661	2333	30
120662	171	4
120663	122	13
120664	29	13
120665	938	65
120666	122	13
120667	43	89
120668	1320	4
120669	548	13
120670	215	4
120671	170	13
120672	292	11
120673	2738	4
120674	43	89
120675	122	13
120676	43	89
120677	679	4
120678	174	13
120679	30	4
120680	677	110
120681	170	13
120682	2721	29
120683	166	110
120684	456	48
120685	527	4
120686	1517	110
120687	170	13
120688	170	13
120689	1015	12
120690	877	30
120691	277	4
120692	587	4
120693	295	21
120694	2634	4
120695	170	13
120696	30	4
120697	272	13
120698	1276	4
120699	1200	48
120700	30	4
120701	501	33
120702	174	13
120703	83	4
120704	1320	4
120705	215	4
120706	1316	4
120707	587	4
120708	129	4
120709	210	4
120710	83	4
120711	122	13
120712	458	4
120713	122	13
120714	833	4
120715	272	13
120716	272	13
120717	51	4
120718	174	13
120719	30	4
120720	272	13
120721	30	4
120722	30	4
120723	122	13
120724	171	4
120725	418	13
120726	100	4
120727	2060	13
120728	295	21
120729	52	13
120730	277	4
120731	277	4
120732	272	13
120733	30	4
120734	1316	4
120735	174	13
120736	171	4
120737	1316	4
120738	1273	13
120739	83	4
120740	174	13
120741	70	13
120742	52	13
120743	616	48
120744	458	4
120745	52	13
120746	295	21
120747	587	4
120748	2802	4
120749	174	13
120750	30	4
120751	548	13
120752	30	4
120753	272	13
120754	29	13
120755	83	4
120756	77	74
120757	76	13
120758	171	4
120759	272	13
120760	1165	13
120761	1368	54
120762	853	15
120763	63	4
120764	276	11
120765	202	13
120766	171	4
120767	1047	12
120768	277	4
120769	981	29
120770	231	13
120771	83	4
120772	877	30
120773	938	65
120774	122	13
120775	981	29
120776	231	13
120777	1568	110
120778	877	30
120779	272	13
120780	2333	30
120781	629	4
120782	171	4
120783	170	13
120784	83	4
120785	30	4
120786	174	13
120787	30	4
120788	272	13
120789	100	4
120790	418	13
120791	30	4
120792	272	13
120793	304	26
120794	458	4
120795	70	13
120796	52	13
120797	54	13
120798	2802	4
120799	1510	30
120800	981	29
120801	231	13
120802	122	13
120803	277	4
120804	673	13
120805	52	13
120806	215	4
120807	1389	11
120808	2634	4
120809	277	4
120810	146	13
120811	1389	11
120812	291	4
120813	679	4
120814	1568	110
120815	749	0
120816	30	4
120817	42	48
120818	215	4
120819	1316	4
120820	277	4
120821	766	45
120822	679	4
120823	963	13
120824	30	4
120825	295	21
120826	170	13
120827	2634	4
120828	51	4
120829	295	21
120830	377	13
120831	548	13
120832	171	4
120833	679	4
120834	30	4
120835	1015	12
120836	122	13
120837	1316	4
120838	122	13
120839	30	4
120840	272	13
120841	51	4
120842	277	4
120843	2244	13
120844	1818	4
120845	170	13
120846	418	13
120847	100	4
120848	277	4
120849	277	4
120850	30	4
120851	548	13
120852	201	9
120853	586	24
120854	1041	110
120855	1344	11
120856	211	13
120857	1863	0
120858	2057	0
120859	120	4
120860	246	4
120861	331	2
120862	1308	4
120863	1308	4
120864	331	2
120865	610	4
120866	2675	33
120867	201	9
120868	33	33
120869	170	13
120870	1082	4
120871	159	2
120872	170	13
120873	758	26
120874	58	24
120875	1329	4
120876	463	2
120877	633	6
120878	211	13
120879	78	4
120880	1224	24
120881	201	9
120882	118	4
120883	2008	27
120884	654	22
120885	542	4
120886	170	13
120887	49	4
120888	159	2
120889	2242	2
120890	621	4
120891	159	2
120892	170	13
120893	1308	4
120894	331	2
120895	170	13
120896	273	10
120897	238	76
120898	103	2
120899	237	4
120900	466	4
120901	275	2
120902	1980	24
120903	166	110
120904	238	76
120905	227	4
120908	2311	59
120909	1123	4
120910	255	2
120911	2234	13
120912	2339	4
120913	328	2
120914	352	4
120915	255	2
120916	120	4
120917	352	4
120918	1308	4
120919	2221	2
120920	201	9
120921	610	4
120922	33	33
120923	211	13
120924	633	6
120925	78	4
120926	58	24
120927	193	29
120928	768	4
120929	201	9
120930	482	22
120931	1383	33
120932	654	22
120933	2226	22
120934	140	110
120935	315	33
120936	1431	22
120937	118	4
120938	331	2
120939	331	2
120940	1308	4
120941	566	13
120942	621	4
120943	122	13
120944	159	2
120945	170	13
120946	621	4
120947	122	13
120948	170	13
120949	159	2
120950	2222	4
120951	621	4
120952	983	50
120953	152	76
120954	2300	47
120955	88	4
120956	170	13
120957	490	2
120958	466	4
120959	621	4
120960	1255	2
120961	170	13
120962	621	4
120963	159	2
120964	170	13
120965	2242	2
120966	331	2
120967	856	4
120968	1044	13
120969	328	2
120970	1413	4
120971	159	2
120972	1082	4
120973	170	13
120974	328	2
120975	621	4
120976	159	2
120977	1082	4
120978	1044	13
120979	2242	2
120980	138	2
120981	526	23
120982	1199	4
120983	192	13
120984	466	4
120985	490	2
120986	49	4
120987	159	2
120988	2402	47
120989	984	2
120990	33	33
120991	201	9
120992	184	4
120993	1976	22
120994	621	4
120995	328	2
120996	170	13
120997	1255	2
120998	1308	4
120999	331	2
121000	352	4
121001	331	2
121002	1308	4
121003	1704	13
121004	2227	27
121005	2553	4
121006	213	4
121007	1308	4
121008	331	2
121009	526	23
121010	2729	101
121011	192	13
121012	237	4
121013	834	4
121014	1278	22
121015	985	33
121016	201	9
121017	118	4
121018	466	4
121019	490	2
121020	541	4
121021	159	2
121022	621	4
121023	170	13
121024	2242	2
121025	331	2
121026	795	33
121027	1308	4
121028	140	110
121029	171	4
121030	29	13
121031	174	13
121032	614	2
121033	328	2
121034	1431	22
121035	1653	30
121036	389	13
121037	56	24
121038	2402	47
121039	1004	48
121040	2441	2
121041	466	4
121042	490	2
121043	587	4
121044	170	13
121045	100	4
121046	170	13
121047	621	4
121048	69	13
121049	328	2
121050	1308	4
121051	331	2
121052	857	4
121053	466	4
121054	331	2
121055	411	48
121056	418	13
121057	100	4
121058	51	4
121059	201	9
121060	331	2
121061	1308	4
121062	1308	4
121063	331	2
121064	466	4
121065	1346	4
121066	967	4
121067	174	13
121068	237	4
121069	587	4
121070	170	13
121071	83	4
121072	362	27
121073	201	9
121074	1383	33
121075	2588	22
121076	184	4
121077	33	33
121078	1308	4
121079	2336	26
121080	58	24
121081	1262	102
121082	606	48
121083	58	24
121084	867	48
121085	201	9
121086	1383	33
121087	315	33
121088	69	13
121089	621	4
121090	159	2
121091	122	13
121092	170	13
121093	56	24
121094	389	13
121095	331	2
121096	466	4
121097	586	24
121098	731	42
121099	56	24
121100	2761	4
121101	2525	30
121102	548	13
121103	331	2
121104	1308	4
121105	315	33
121106	610	4
121107	754	7
121108	201	9
121109	969	7
121110	138	2
121111	201	9
121112	1132	22
121113	610	4
121114	1431	22
121115	315	33
121116	562	22
121117	184	4
121118	201	9
121119	754	7
121120	33	33
121121	654	22
121122	1299	2
121123	560	33
121124	1380	22
121125	201	9
121126	184	4
121127	33	33
121128	66	22
121129	423	33
121130	853	15
121131	2477	13
121132	268	11
121133	572	54
121134	548	13
121135	1788	4
121136	2019	13
121137	331	2
121138	466	4
121139	1337	65
121140	267	24
121141	170	13
121142	117	4
121143	389	13
121144	1980	24
121145	58	24
121146	196	47
121147	489	26
121148	412	13
121149	763	2
121150	866	2
121151	785	97
121152	1347	47
121153	709	37
121154	18	33
121155	984	2
121156	1560	102
121157	2402	47
121158	310	48
121159	403	37
121161	77	74
121162	2659	4
121163	29	13
121164	170	13
121165	170	13
121166	122	13
121167	83	4
121168	30	4
121169	170	13
121170	295	21
121171	2634	4
121172	52	13
121173	1175	45
121174	548	13
121175	548	13
121176	1262	102
121177	56	24
121178	52	13
121179	295	21
121180	2634	4
121181	548	13
121182	67	4
121183	53	13
121184	109	13
121185	2634	4
121186	52	13
121187	2060	13
121188	2634	4
121189	295	21
121190	458	4
121191	52	13
121192	256	13
121193	56	24
121194	389	13
121195	1331	13
121196	592	4
121197	179	41
121198	947	2
121199	122	13
121200	13	4
121201	53	13
121202	109	13
121203	1308	4
121204	331	2
121205	2421	30
121206	1308	4
121207	331	2
121208	58	24
121209	201	9
121210	560	33
121211	1380	22
121212	698	11
121213	33	33
121214	184	4
121215	790	22
121216	257	22
121217	53	13
121218	67	4
121219	458	4
121220	934	74
121221	52	13
121222	2060	13
121223	54	13
121224	1431	22
121225	201	9
121226	315	33
121227	336	4
121228	970	2
121229	996	22
121230	331	2
121231	1308	4
121232	746	27
121233	331	2
121234	1308	4
121235	758	26
121236	331	2
121237	1308	4
121238	526	23
121239	1199	4
121240	787	101
121241	412	13
121242	866	2
121243	1845	50
121244	867	48
121245	58	24
121246	1308	4
121247	331	2
121248	466	4
121249	143	2
121250	170	13
121251	328	2
121252	2588	22
121253	610	4
121254	33	33
121255	560	33
121256	201	9
121257	1071	33
121258	526	23
121259	237	4
121260	1308	4
121261	331	2
121262	466	4
121263	58	24
121264	58	24
121265	44	24
121266	253	4
121267	53	13
121268	195	32
121269	1224	24
121270	295	21
121271	2060	13
121272	52	13
121273	669	27
121274	587	4
121275	295	21
121276	52	13
121277	267	24
121278	1138	42
121279	457	0
121280	197	33
121281	2790	33
121282	365	33
121283	146	13
121284	1244	27
121285	2097	33
121286	52	13
121287	458	4
121288	54	13
121289	2060	13
121290	683	13
121291	758	26
121292	248	13
121293	146	13
121294	413	0
121295	1138	42
121296	18	33
121297	1244	27
121298	365	33
121299	237	4
121300	2336	26
121301	522	4
121302	52	13
121303	458	4
121304	669	27
121305	295	21
121306	616	48
121307	147	13
121308	2060	13
121309	458	4
121310	52	13
121311	529	11
121312	1398	11
121313	1305	33
121314	616	48
121315	72	13
121316	170	13
121317	2634	4
121318	318	110
121319	213	4
121320	636	15
121321	170	13
121322	310	48
121323	408	84
121324	122	13
121325	419	13
121326	2628	4
121327	147	13
121328	2634	4
121329	1346	4
121330	78	4
121331	134	13
121332	166	110
121333	458	4
121334	616	48
121335	52	13
121336	1131	13
121337	11	13
121338	170	13
121339	18	33
121340	122	13
121341	80	2
121342	170	13
121343	384	33
121344	481	22
121345	958	11
121346	118	4
121347	142	27
121348	638	83
121349	143	2
121350	170	13
121351	170	13
121352	481	22
121353	362	27
121354	958	11
121355	118	4
121356	384	33
121357	996	22
121358	53	13
121359	67	4
121360	673	13
121361	295	21
121362	458	4
121363	122	13
121364	53	13
121365	67	4
121366	52	13
121367	295	21
121368	458	4
121369	56	24
121370	56	24
121371	295	21
121372	122	13
121373	2634	4
121374	673	13
121375	2	26
121376	310	48
121377	295	21
121378	52	13
121379	67	4
121380	114	4
121381	2060	13
121382	53	13
121383	195	32
121384	18	33
121385	365	33
121386	170	13
121387	54	13
121388	496	89
121389	389	13
121390	56	24
121391	389	13
121392	1337	65
121393	51	4
121394	2336	26
121395	548	13
121396	261	14
121397	1638	2
121398	109	13
121399	53	13
121400	53	13
121401	654	22
121403	1431	22
121404	349	33
121405	56	24
121406	389	13
121407	170	13
121408	18	33
121409	101	42
121410	295	21
121411	52	13
121412	2634	4
121413	146	13
121414	413	0
121415	1138	42
121416	2768	27
121417	18	33
121418	170	13
121419	218	4
121420	452	89
121421	118	4
121422	170	13
121423	175	4
121424	152	76
121425	1914	47
121426	58	24
121427	58	24
121428	58	24
121429	489	26
121430	53	13
121431	2611	32
121432	67	4
121433	53	13
121434	823	13
121435	419	13
121436	1149	50
121437	195	32
121438	53	13
121439	565	13
121440	78	4
121441	52	13
121442	295	21
121443	616	48
121444	599	4
121445	1138	42
121446	146	13
121447	457	0
121448	1244	27
121449	18	33
121450	53	13
121451	67	4
121452	58	24
121453	458	4
121454	295	21
121455	669	27
121456	140	110
121457	52	13
121458	2060	13
121459	2634	4
121460	154	21
121461	218	4
121462	172	42
121463	170	13
121464	18	33
121465	2435	11
121466	352	4
121467	195	32
121468	122	13
121469	53	13
121470	78	4
121471	26	4
121472	1765	20
121473	152	76
121475	295	21
121476	52	13
121477	58	24
121478	621	4
121479	170	13
121480	411	48
121481	175	4
121482	238	76
121483	129	4
121484	2634	4
121485	2060	13
121486	52	13
121487	154	21
121488	170	13
121489	548	13
121490	52	13
121491	2149	33
121492	310	48
121493	84	33
121494	154	21
121495	218	4
121496	565	13
121497	565	13
121498	218	4
121499	565	13
121500	218	4
121501	264	13
121502	2232	42
121503	170	13
121504	170	13
121505	218	4
121506	1138	42
121507	496	89
121508	62	33
121509	170	13
121510	18	33
121511	627	0
121512	1027	13
121513	170	13
121514	731	42
121515	295	21
121516	346	13
121517	2634	4
121518	52	13
121519	70	13
121520	52	13
121521	154	21
121522	2634	4
121523	218	4
121524	565	13
121525	218	4
121526	1223	38
121527	54	13
121528	154	21
121529	52	13
121530	2634	4
121531	911	27
121532	412	13
121533	117	4
121534	70	13
121535	52	13
121536	458	4
121537	1487	26
121538	154	21
121539	52	13
121540	295	21
121541	2634	4
121542	52	13
121543	2060	13
121544	1327	4
121545	458	4
121546	52	13
121547	1488	18
121548	52	13
121549	458	4
121550	295	21
121551	18	33
121552	346	13
121553	78	4
121554	458	4
121555	52	13
121556	54	13
121557	2354	4
121558	122	13
121559	295	21
121560	122	13
121561	1347	47
121562	1364	4
121563	645	2
121564	539	110
121566	1841	76
121567	295	21
121568	458	4
121569	52	13
121570	78	4
121571	2067	23
121572	122	13
121573	83	4
121574	429	29
121575	955	11
121576	170	13
121577	616	48
121578	122	13
121579	282	21
121580	458	4
121581	587	4
121582	170	13
121583	588	4
121584	458	4
121585	322	66
121586	52	13
121587	616	48
121588	295	21
121589	541	4
121590	548	13
121591	70	13
121592	2634	4
121593	122	13
121594	481	22
121595	124	110
121596	33	33
121597	257	22
121598	1168	33
121599	168	13
121600	292	11
121601	477	4
121602	346	13
121603	218	4
121604	458	4
121605	346	13
121606	295	21
121607	52	13
121608	52	13
121609	295	21
121610	616	48
121611	295	21
121612	52	13
121613	458	4
121614	166	110
121615	1841	76
121616	1364	4
121617	645	2
121618	539	110
121620	218	4
121621	52	13
121622	54	13
121623	298	4
121624	295	21
121625	2354	4
121626	565	13
121627	1204	4
121628	411	48
121629	389	13
121630	56	24
121631	52	13
121632	1095	13
121633	2097	33
121634	458	4
121635	67	4
121636	53	13
121637	109	13
121638	389	13
121639	1085	110
121640	1262	102
121641	758	26
121642	58	24
121643	1138	42
121644	170	13
121645	1244	27
121646	18	33
121647	627	0
121648	365	33
121649	1337	65
121650	58	24
121651	53	13
121652	195	32
121653	747	13
121654	452	89
121655	218	4
121656	1346	4
121657	52	13
121658	70	13
121659	2634	4
121660	195	32
121661	747	13
121662	53	13
121663	2641	13
121664	1346	4
121665	295	21
121666	673	13
121667	52	13
121668	458	4
121669	241	11
121670	51	4
121671	747	13
121672	195	32
121673	53	13
121674	1914	47
121675	170	13
121676	370	76
121677	56	24
121678	389	13
121679	332	0
121680	588	4
121681	52	13
121682	458	4
121683	295	21
121684	669	27
121685	1095	13
121686	458	4
121687	2097	33
121688	52	13
121689	67	4
121690	53	13
121691	1095	13
121692	52	13
121693	2097	33
121694	310	48
121695	146	13
121696	535	42
121697	536	12
121698	122	13
121699	43	89
121700	877	30
121701	122	13
121702	83	4
121703	122	13
121704	938	65
121705	122	13
121706	43	89
121707	122	13
121708	938	65
121709	43	89
121710	2333	30
121711	140	110
121712	122	13
121713	938	65
121714	981	29
121715	122	13
121716	43	89
121717	1568	110
121718	981	29
121719	43	89
121720	122	13
121721	2738	4
121722	70	13
121723	52	13
121724	2634	4
121725	43	89
121726	122	13
121727	981	29
121728	122	13
121729	877	30
121730	877	30
121731	122	13
121732	981	29
121733	231	13
121734	43	89
121735	122	13
121736	122	13
121737	170	13
121738	1709	13
121739	625	48
121740	823	13
121741	419	13
121742	633	6
121743	274	4
121744	211	13
121745	63	4
121746	423	33
121747	572	54
121748	853	15
121749	146	13
121750	202	13
121751	2477	13
121752	276	11
121753	587	4
121754	124	110
121755	56	24
121756	1411	24
121757	823	13
121758	419	13
121759	1500	74
121760	1224	24
121761	823	13
121762	419	13
121763	330	74
121764	585	29
121765	758	26
121766	124	110
121767	63	4
121768	423	33
121769	853	15
121770	572	54
121771	2477	13
121772	146	13
121773	202	13
121774	276	11
121775	1775	6
121776	826	4
121777	2642	2
121778	1704	13
121779	425	4
121780	58	24
121781	1085	110
121782	170	13
121783	210	4
121784	170	13
121785	210	4
121786	170	13
121787	210	4
121788	58	24
121789	1085	110
121790	823	13
121791	419	13
121792	56	24
121793	56	24
121794	56	24
121795	56	24
121796	56	24
121797	823	13
121798	419	13
121799	823	13
121800	58	24
121801	997	4
121802	132	11
121803	14	4
121804	132	11
121805	997	4
121806	132	11
121807	277	4
121808	2549	84
121809	418	13
121810	129	4
121811	1027	13
121812	146	13
121813	496	89
121814	58	24
121815	1498	110
121816	58	24
121817	170	13
121818	129	4
121819	171	4
121820	1426	74
121821	244	33
121822	122	13
121823	310	48
121824	146	13
121825	458	4
121826	52	13
121827	1095	13
121828	58	24
